CaseStudy,WindowMin,WindowMax,Option,Value,Configurations,Pearson-Correlation,Group
VP8,71.08,97.75,constantBitrate,1,1015,0.573,constantBitrate
VP8,84.41,111.08,constantBitrate,0,180,-0.960,constantBitrate
VP8,84.41,111.08,constantBitrate,1,830,0.034,constantBitrate
VP8,97.75,124.41,constantBitrate,0,228,0.842,constantBitrate
VP8,97.75,124.41,constantBitrate,1,854,0.562,constantBitrate
VP8,111.08,137.74,constantBitrate,0,293,0.972,constantBitrate
VP8,111.08,137.74,constantBitrate,1,270,0.151,constantBitrate
VP8,124.41,151.08,constantBitrate,0,114,0.958,constantBitrate
VP8,124.41,151.08,constantBitrate,1,83,-0.328,constantBitrate
VP8,137.74,164.41,constantBitrate,0,49,0.682,constantBitrate
VP8,137.74,164.41,constantBitrate,1,301,0.622,constantBitrate
VP8,151.08,177.74,constantBitrate,1,335,0.545,constantBitrate
VP8,164.41,191.07,constantBitrate,1,143,0.488,constantBitrate
VP8,177.74,204.41,constantBitrate,1,54,0.741,constantBitrate
VP8,217.74,244.40,constantBitrate,1,40,0.687,constantBitrate
VP8,231.07,257.74,constantBitrate,1,40,0.687,constantBitrate
VP8,244.40,271.07,constantBitrate,1,19,0.362,constantBitrate
VP8,-,-,autoAltRef,1,19440,0.966,twoPass
VP8,4.42,31.08,autoAltRef,1,9159,0.982,twoPass
VP8,17.75,44.42,autoAltRef,1,10299,0.903,twoPass
VP8,31.08,57.75,autoAltRef,1,6185,0.706,twoPass
VP8,44.42,71.08,autoAltRef,1,4908,0.659,twoPass
VP8,57.75,84.41,autoAltRef,1,2815,0.709,twoPass
VP8,71.08,97.75,autoAltRef,1,1101,0.426,twoPass
VP8,84.41,111.08,autoAltRef,1,663,0.290,twoPass
VP8,97.75,124.41,autoAltRef,1,585,0.537,twoPass
VP8,111.08,137.74,autoAltRef,1,267,0.289,twoPass
VP8,124.41,151.08,autoAltRef,1,130,-0.063,twoPass
VP8,137.74,164.41,autoAltRef,1,250,0.770,twoPass
VP8,151.08,177.74,autoAltRef,1,203,0.574,twoPass
VP8,164.41,191.07,autoAltRef,1,47,-0.953,twoPass
VP8,217.74,244.40,autoAltRef,1,36,0.722,twoPass
VP8,231.07,257.74,autoAltRef,1,36,0.722,twoPass
VP8,244.40,271.07,autoAltRef,1,17,0.304,twoPass
VP8,-,-,noAltRef,1,2160,0.965,twoPass
VP8,4.42,31.08,noAltRef,1,1017,0.982,twoPass
VP8,17.75,44.42,noAltRef,1,1142,0.900,twoPass
VP8,31.08,57.75,noAltRef,1,687,0.708,twoPass
VP8,44.42,71.08,noAltRef,1,548,0.656,twoPass
VP8,57.75,84.41,noAltRef,1,313,0.707,twoPass
VP8,71.08,97.75,noAltRef,1,122,0.428,twoPass
VP8,84.41,111.08,noAltRef,1,77,0.364,twoPass
VP8,97.75,124.41,noAltRef,1,65,0.568,twoPass
VP8,111.08,137.74,noAltRef,1,26,0.383,twoPass
VP8,124.41,151.08,noAltRef,1,13,-0.278,twoPass
VP8,137.74,164.41,noAltRef,1,28,0.728,twoPass
VP8,151.08,177.74,noAltRef,1,24,0.586,twoPass
VP8,164.41,191.07,noAltRef,1,6,-0.981,twoPass
VP8,217.74,244.40,noAltRef,1,4,0.831,twoPass
VP8,231.07,257.74,noAltRef,1,4,0.831,twoPass
VP8,244.40,271.07,noAltRef,1,2,1.000,twoPass
VP8,-,-,allowResize,0,20520,0.967,allowResize
VP8,-,-,allowResize,1,20520,0.967,allowResize
VP8,4.42,31.08,allowResize,0,11526,0.975,allowResize
VP8,4.42,31.08,allowResize,1,11531,0.975,allowResize
VP8,17.75,44.42,allowResize,0,9272,0.864,allowResize
VP8,17.75,44.42,allowResize,1,9274,0.865,allowResize
VP8,31.08,57.75,allowResize,0,5352,0.691,allowResize
VP8,31.08,57.75,allowResize,1,5343,0.692,allowResize
VP8,44.42,71.08,allowResize,0,4306,0.637,allowResize
VP8,44.42,71.08,allowResize,1,4311,0.641,allowResize
VP8,57.75,84.41,allowResize,0,2580,0.702,allowResize
VP8,57.75,84.41,allowResize,1,2582,0.700,allowResize
VP8,71.08,97.75,allowResize,0,996,0.390,allowResize
VP8,71.08,97.75,allowResize,1,991,0.394,allowResize
VP8,84.41,111.08,allowResize,0,507,0.212,allowResize
VP8,84.41,111.08,allowResize,1,503,0.189,allowResize
VP8,97.75,124.41,allowResize,0,540,0.393,allowResize
VP8,97.75,124.41,allowResize,1,542,0.399,allowResize
VP8,111.08,137.74,allowResize,0,279,0.247,allowResize
VP8,111.08,137.74,allowResize,1,284,0.208,allowResize
VP8,124.41,151.08,allowResize,0,97,0.324,allowResize
VP8,124.41,151.08,allowResize,1,100,0.451,allowResize
VP8,137.74,164.41,allowResize,0,173,0.739,allowResize
VP8,137.74,164.41,allowResize,1,177,0.721,allowResize
VP8,151.08,177.74,allowResize,0,170,0.584,allowResize
VP8,151.08,177.74,allowResize,1,165,0.503,allowResize
VP8,164.41,191.07,allowResize,0,73,0.418,allowResize
VP8,164.41,191.07,allowResize,1,70,0.573,allowResize
VP8,177.74,204.41,allowResize,0,27,0.763,allowResize
VP8,177.74,204.41,allowResize,1,27,0.722,allowResize
VP8,217.74,244.40,allowResize,0,20,0.703,allowResize
VP8,217.74,244.40,allowResize,1,20,0.678,allowResize
VP8,231.07,257.74,allowResize,0,20,0.703,allowResize
VP8,231.07,257.74,allowResize,1,20,0.678,allowResize
VP8,244.40,271.07,allowResize,0,10,0.399,allowResize
VP8,244.40,271.07,allowResize,1,9,0.099,allowResize
VP8,-,-,threads,1,10260,1.000,threads
VP8,-,-,threads,2,10260,0.999,threads
VP8,-,-,threads,3,10260,0.997,threads
VP8,-,-,threads,4,10260,0.995,threads
VP8,4.42,31.08,threads,4,8267,0.981,threads
VP8,4.42,31.08,threads,3,7651,0.990,threads
VP8,4.42,31.08,threads,2,4919,0.997,threads
VP8,4.42,31.08,threads,1,2220,0.957,threads
VP8,17.75,44.42,threads,3,6530,0.962,threads
VP8,17.75,44.42,threads,4,5583,0.925,threads
VP8,17.75,44.42,threads,2,6145,0.970,threads
VP8,17.75,44.42,threads,1,288,0.911,threads
VP8,31.08,57.75,threads,2,4015,0.976,threads
VP8,31.08,57.75,threads,4,1471,0.968,threads
VP8,31.08,57.75,threads,3,1861,0.980,threads
VP8,31.08,57.75,threads,1,3348,0.962,threads
VP8,44.42,71.08,threads,1,5689,0.990,threads
VP8,44.42,71.08,threads,3,903,0.938,threads
VP8,44.42,71.08,threads,2,946,0.985,threads
VP8,44.42,71.08,threads,4,1079,0.963,threads
VP8,57.75,84.41,threads,1,3366,0.987,threads
VP8,57.75,84.41,threads,3,530,0.971,threads
VP8,57.75,84.41,threads,4,462,0.871,threads
VP8,57.75,84.41,threads,2,804,0.968,threads
VP8,71.08,97.75,threads,1,857,0.981,threads
VP8,71.08,97.75,threads,4,187,0.441,threads
VP8,71.08,97.75,threads,3,396,0.872,threads
VP8,71.08,97.75,threads,2,547,0.978,threads
VP8,84.41,111.08,threads,3,158,0.300,threads
VP8,84.41,111.08,threads,2,339,0.954,threads
VP8,84.41,111.08,threads,1,468,0.975,threads
VP8,84.41,111.08,threads,4,45,0.716,threads
VP8,97.75,124.41,threads,1,630,0.976,threads
VP8,97.75,124.41,threads,2,342,0.909,threads
VP8,97.75,124.41,threads,4,60,0.863,threads
VP8,97.75,124.41,threads,3,50,0.909,threads
VP8,111.08,137.74,threads,2,123,0.851,threads
VP8,111.08,137.74,threads,4,15,0.857,threads
VP8,111.08,137.74,threads,1,365,0.976,threads
VP8,111.08,137.74,threads,3,60,0.930,threads
VP8,124.41,151.08,threads,3,10,0.538,threads
VP8,124.41,151.08,threads,1,183,0.980,threads
VP8,124.41,151.08,threads,2,4,0.523,threads
VP8,137.74,164.41,threads,1,303,0.976,threads
VP8,137.74,164.41,threads,2,47,0.955,threads
VP8,151.08,177.74,threads,1,279,0.965,threads
VP8,151.08,177.74,threads,2,56,0.949,threads
VP8,164.41,191.07,threads,2,13,0.578,threads
VP8,164.41,191.07,threads,1,130,0.969,threads
VP8,177.74,204.41,threads,1,54,0.741,threads
VP8,217.74,244.40,threads,1,40,0.687,threads
VP8,231.07,257.74,threads,1,40,0.687,threads
VP8,244.40,271.07,threads,1,19,0.362,threads
VP8,-,-,tokenParts,0,13680,0.968,tokenParts
VP8,-,-,tokenParts,1,13680,0.968,tokenParts
VP8,-,-,tokenParts,2,13680,0.967,tokenParts
VP8,4.42,31.08,tokenParts,1,7686,0.975,tokenParts
VP8,4.42,31.08,tokenParts,2,7683,0.975,tokenParts
VP8,4.42,31.08,tokenParts,0,7688,0.975,tokenParts
VP8,17.75,44.42,tokenParts,0,6184,0.864,tokenParts
VP8,17.75,44.42,tokenParts,2,6190,0.865,tokenParts
VP8,17.75,44.42,tokenParts,1,6172,0.865,tokenParts
VP8,31.08,57.75,tokenParts,0,3572,0.693,tokenParts
VP8,31.08,57.75,tokenParts,2,3564,0.690,tokenParts
VP8,31.08,57.75,tokenParts,1,3559,0.692,tokenParts
VP8,44.42,71.08,tokenParts,2,2869,0.648,tokenParts
VP8,44.42,71.08,tokenParts,1,2876,0.634,tokenParts
VP8,44.42,71.08,tokenParts,0,2872,0.635,tokenParts
VP8,57.75,84.41,tokenParts,2,1725,0.696,tokenParts
VP8,57.75,84.41,tokenParts,1,1726,0.697,tokenParts
VP8,57.75,84.41,tokenParts,0,1711,0.710,tokenParts
VP8,71.08,97.75,tokenParts,1,663,0.374,tokenParts
VP8,71.08,97.75,tokenParts,2,654,0.379,tokenParts
VP8,71.08,97.75,tokenParts,0,670,0.421,tokenParts
VP8,84.41,111.08,tokenParts,2,330,0.208,tokenParts
VP8,84.41,111.08,tokenParts,1,339,0.231,tokenParts
VP8,84.41,111.08,tokenParts,0,341,0.154,tokenParts
VP8,97.75,124.41,tokenParts,1,363,0.455,tokenParts
VP8,97.75,124.41,tokenParts,2,359,0.442,tokenParts
VP8,97.75,124.41,tokenParts,0,360,0.269,tokenParts
VP8,111.08,137.74,tokenParts,0,174,0.219,tokenParts
VP8,111.08,137.74,tokenParts,2,213,0.239,tokenParts
VP8,111.08,137.74,tokenParts,1,176,0.238,tokenParts
VP8,124.41,151.08,tokenParts,0,93,0.403,tokenParts
VP8,124.41,151.08,tokenParts,2,64,0.124,tokenParts
VP8,124.41,151.08,tokenParts,1,40,0.385,tokenParts
VP8,137.74,164.41,tokenParts,2,103,0.702,tokenParts
VP8,137.74,164.41,tokenParts,1,93,0.725,tokenParts
VP8,137.74,164.41,tokenParts,0,154,0.752,tokenParts
VP8,151.08,177.74,tokenParts,0,85,0.583,tokenParts
VP8,151.08,177.74,tokenParts,1,135,0.485,tokenParts
VP8,151.08,177.74,tokenParts,2,115,0.675,tokenParts
VP8,164.41,191.07,tokenParts,1,81,0.369,tokenParts
VP8,164.41,191.07,tokenParts,2,42,0.516,tokenParts
VP8,164.41,191.07,tokenParts,0,20,-0.870,tokenParts
VP8,177.74,204.41,tokenParts,1,18,0.188,tokenParts
VP8,177.74,204.41,tokenParts,0,18,0.506,tokenParts
VP8,177.74,204.41,tokenParts,2,18,0.355,tokenParts
VP8,217.74,244.40,tokenParts,2,20,0.088,tokenParts
VP8,217.74,244.40,tokenParts,1,20,-0.158,tokenParts
VP8,231.07,257.74,tokenParts,2,20,0.088,tokenParts
VP8,231.07,257.74,tokenParts,1,20,-0.158,tokenParts
VP8,244.40,271.07,tokenParts,0,19,0.362,tokenParts
VP8,-,-,arnrMaxFrames,0,15120,0.967,arnrMaxFrames
VP8,-,-,arnrMaxFrames,5,12960,0.967,arnrMaxFrames
VP8,-,-,arnrMaxFrames,15,12960,0.967,arnrMaxFrames
VP8,4.42,31.08,arnrMaxFrames,0,8361,0.975,arnrMaxFrames
VP8,4.42,31.08,arnrMaxFrames,15,7349,0.974,arnrMaxFrames
VP8,4.42,31.08,arnrMaxFrames,5,7347,0.975,arnrMaxFrames
VP8,17.75,44.42,arnrMaxFrames,5,5802,0.863,arnrMaxFrames
VP8,17.75,44.42,arnrMaxFrames,0,6946,0.867,arnrMaxFrames
VP8,17.75,44.42,arnrMaxFrames,15,5798,0.863,arnrMaxFrames
VP8,31.08,57.75,arnrMaxFrames,0,4025,0.692,arnrMaxFrames
VP8,31.08,57.75,arnrMaxFrames,15,3334,0.693,arnrMaxFrames
VP8,31.08,57.75,arnrMaxFrames,5,3336,0.690,arnrMaxFrames
VP8,44.42,71.08,arnrMaxFrames,5,2691,0.637,arnrMaxFrames
VP8,44.42,71.08,arnrMaxFrames,0,3241,0.643,arnrMaxFrames
VP8,44.42,71.08,arnrMaxFrames,15,2685,0.635,arnrMaxFrames
VP8,57.75,84.41,arnrMaxFrames,15,1617,0.703,arnrMaxFrames
VP8,57.75,84.41,arnrMaxFrames,0,1932,0.704,arnrMaxFrames
VP8,57.75,84.41,arnrMaxFrames,5,1613,0.695,arnrMaxFrames
VP8,71.08,97.75,arnrMaxFrames,15,627,0.384,arnrMaxFrames
VP8,71.08,97.75,arnrMaxFrames,0,739,0.395,arnrMaxFrames
VP8,71.08,97.75,arnrMaxFrames,5,621,0.396,arnrMaxFrames
VP8,84.41,111.08,arnrMaxFrames,15,309,0.167,arnrMaxFrames
VP8,84.41,111.08,arnrMaxFrames,0,383,0.234,arnrMaxFrames
VP8,84.41,111.08,arnrMaxFrames,5,318,0.192,arnrMaxFrames
VP8,97.75,124.41,arnrMaxFrames,0,405,0.433,arnrMaxFrames
VP8,97.75,124.41,arnrMaxFrames,5,339,0.365,arnrMaxFrames
VP8,97.75,124.41,arnrMaxFrames,15,338,0.381,arnrMaxFrames
VP8,111.08,137.74,arnrMaxFrames,0,208,0.226,arnrMaxFrames
VP8,111.08,137.74,arnrMaxFrames,15,179,0.219,arnrMaxFrames
VP8,111.08,137.74,arnrMaxFrames,5,176,0.243,arnrMaxFrames
VP8,124.41,151.08,arnrMaxFrames,0,73,0.460,arnrMaxFrames
VP8,124.41,151.08,arnrMaxFrames,15,64,0.311,arnrMaxFrames
VP8,124.41,151.08,arnrMaxFrames,5,60,0.372,arnrMaxFrames
VP8,137.74,164.41,arnrMaxFrames,0,137,0.703,arnrMaxFrames
VP8,137.74,164.41,arnrMaxFrames,15,108,0.751,arnrMaxFrames
VP8,137.74,164.41,arnrMaxFrames,5,105,0.744,arnrMaxFrames
VP8,151.08,177.74,arnrMaxFrames,5,105,0.551,arnrMaxFrames
VP8,151.08,177.74,arnrMaxFrames,0,128,0.535,arnrMaxFrames
VP8,151.08,177.74,arnrMaxFrames,15,102,0.551,arnrMaxFrames
VP8,164.41,191.07,arnrMaxFrames,15,46,0.536,arnrMaxFrames
VP8,164.41,191.07,arnrMaxFrames,5,47,0.425,arnrMaxFrames
VP8,164.41,191.07,arnrMaxFrames,0,50,0.508,arnrMaxFrames
VP8,177.74,204.41,arnrMaxFrames,15,18,0.840,arnrMaxFrames
VP8,177.74,204.41,arnrMaxFrames,0,18,0.694,arnrMaxFrames
VP8,177.74,204.41,arnrMaxFrames,5,18,0.716,arnrMaxFrames
VP8,217.74,244.40,arnrMaxFrames,15,12,0.731,arnrMaxFrames
VP8,217.74,244.40,arnrMaxFrames,0,16,0.676,arnrMaxFrames
VP8,217.74,244.40,arnrMaxFrames,5,12,0.687,arnrMaxFrames
VP8,231.07,257.74,arnrMaxFrames,15,12,0.731,arnrMaxFrames
VP8,231.07,257.74,arnrMaxFrames,0,16,0.676,arnrMaxFrames
VP8,231.07,257.74,arnrMaxFrames,5,12,0.687,arnrMaxFrames
VP8,244.40,271.07,arnrMaxFrames,0,7,0.397,arnrMaxFrames
VP8,244.40,271.07,arnrMaxFrames,15,6,0.193,arnrMaxFrames
VP8,244.40,271.07,arnrMaxFrames,5,6,0.524,arnrMaxFrames
VP8,-,-,arnrStrength,0,15120,0.967,arnrStrength
VP8,-,-,arnrStrength,3,12960,0.967,arnrStrength
VP8,-,-,arnrStrength,6,12960,0.967,arnrStrength
VP8,4.42,31.08,arnrStrength,3,7341,0.975,arnrStrength
VP8,4.42,31.08,arnrStrength,0,8368,0.975,arnrStrength
VP8,4.42,31.08,arnrStrength,6,7348,0.974,arnrStrength
VP8,17.75,44.42,arnrStrength,0,6942,0.867,arnrStrength
VP8,17.75,44.42,arnrStrength,6,5799,0.862,arnrStrength
VP8,17.75,44.42,arnrStrength,3,5805,0.864,arnrStrength
VP8,31.08,57.75,arnrStrength,0,4019,0.694,arnrStrength
VP8,31.08,57.75,arnrStrength,3,3341,0.692,arnrStrength
VP8,31.08,57.75,arnrStrength,6,3335,0.690,arnrStrength
VP8,44.42,71.08,arnrStrength,6,2683,0.635,arnrStrength
VP8,44.42,71.08,arnrStrength,0,3242,0.641,arnrStrength
VP8,44.42,71.08,arnrStrength,3,2692,0.641,arnrStrength
VP8,57.75,84.41,arnrStrength,6,1618,0.701,arnrStrength
VP8,57.75,84.41,arnrStrength,3,1616,0.700,arnrStrength
VP8,57.75,84.41,arnrStrength,0,1928,0.701,arnrStrength
VP8,71.08,97.75,arnrStrength,6,629,0.377,arnrStrength
VP8,71.08,97.75,arnrStrength,3,617,0.391,arnrStrength
VP8,71.08,97.75,arnrStrength,0,741,0.404,arnrStrength
VP8,84.41,111.08,arnrStrength,0,388,0.226,arnrStrength
VP8,84.41,111.08,arnrStrength,3,313,0.193,arnrStrength
VP8,84.41,111.08,arnrStrength,6,309,0.176,arnrStrength
VP8,97.75,124.41,arnrStrength,0,401,0.405,arnrStrength
VP8,97.75,124.41,arnrStrength,3,341,0.400,arnrStrength
VP8,97.75,124.41,arnrStrength,6,340,0.383,arnrStrength
VP8,111.08,137.74,arnrStrength,0,205,0.249,arnrStrength
VP8,111.08,137.74,arnrStrength,6,179,0.215,arnrStrength
VP8,111.08,137.74,arnrStrength,3,179,0.215,arnrStrength
VP8,124.41,151.08,arnrStrength,0,77,0.132,arnrStrength
VP8,124.41,151.08,arnrStrength,6,59,0.485,arnrStrength
VP8,124.41,151.08,arnrStrength,3,61,0.694,arnrStrength
VP8,137.74,164.41,arnrStrength,3,109,0.716,arnrStrength
VP8,137.74,164.41,arnrStrength,6,106,0.742,arnrStrength
VP8,137.74,164.41,arnrStrength,0,135,0.730,arnrStrength
VP8,151.08,177.74,arnrStrength,0,128,0.552,arnrStrength
